UserIncome,UserHousingExpense,HouseholdSize,UserPhoneBill,CurrentSavingsAmount,CurrentEmergencyFund,UserEntertainmentExpense,UserFoodExpense,UserHealthInsuranceCost,UserCarInsuranceCost,UserRentInsuranceCost,UserEducationCost,UserLifeInsuranceCost,GoNegative,AISuggestedSavingsDeposit,AISuggestedEmergencyDeposit,UserFuelCost,medianIncomeForCounty,AverageIncomeForArea,MedianGrossRent,Average1Bdr,Average2Bdr,Average3Bdr,AverageTotalUtilityBills,AveragePhoneBill,AverageInternetBill,AverageMinimumHouseholdSize,AverageMaximumHouseholdSize,AverageEntertainmentExpense,AverageFoodBill1Person,AverageFoodBill4People,AverageFuelCost,AverageCarInsurance,AverageHealthInsuranceCost,AverageEducationCost,AverageChildcareCost,AverageRentInsuranceCost,AverageLifeInsuranceCost
6394,1173,1,89,5773,0.0,456,942,125,167,8,0,30,False,319.70000000000005,319.70000000000005,82,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2475,1635,4,304,5951,1856.25,1015,519,1496,106,18,0,30,False,123.75,123.75,70,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2887,2605,3,234,3617,0.0,401,1072,327,137,19,0,25,False,144.35,144.35,114,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3176,976,4,248,500,794.0,1032,956,112,53,25,0,22,False,158.8,158.8,50,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3812,1326,4,280,3482,2859.0,1459,543,1288,116,28,0,28,False,190.60000000000002,190.60000000000002,114,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3990,836,4,280,125,0.0,1174,1173,268,14,20,526,15,False,199.5,199.5,65,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3875,2487,2,132,2078,2906.25,414,581,116,135,28,0,33,True,0.0,0.0,77,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2498,2053,1,71,5503,624.5,1001,455,266,100,12,0,22,False,124.9,124.9,16,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4994,1344,4,364,2509,0.0,314,646,620,76,9,0,27,False,249.70000000000002,249.70000000000002,40,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2482,1285,3,246,63,0.0,1362,577,918,114,31,644,36,False,124.10000000000001,124.10000000000001,71,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1675,1310,2,180,2917,0.0,318,1066,248,124,14,0,29,False,83.75,83.75,49,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2878,1120,3,228,3556,0.0,577,1143,1149,147,25,0,21,False,143.9,143.9,73,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6049,891,2,160,4336,0.0,1359,1079,424,107,15,0,34,False,302.45,302.45,84,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3776,2538,1,55,5942,0.0,522,967,44,149,12,0,18,False,188.8,188.8,62,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3549,1948,4,284,518,0.0,129,1213,348,140,13,0,25,False,177.45000000000002,177.45000000000002,48,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2340,2360,1,47,36,0.0,407,742,14,26,5,0,19,False,117.0,117.0,84,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3907,2783,3,258,3733,0.0,743,460,54,154,36,0,15,False,195.35000000000002,195.35000000000002,88,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1710,2370,4,208,2413,0.0,847,531,408,105,19,0,27,False,85.5,85.5,50,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1676,813,2,174,3399,0.0,511,1034,492,172,20,590,30,False,83.80000000000001,83.80000000000001,98,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5864,1137,2,166,5093,0.0,822,1052,344,130,10,0,36,False,293.2,293.2,98,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1845,1894,2,146,736,0.0,1443,874,282,112,8,357,12,False,92.25,92.25,62,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4188,1918,2,146,4682,0.0,1481,1219,316,8,20,0,29,False,209.4,209.4,66,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5490,1560,3,189,375,5490.0,583,492,1194,54,21,0,23,False,274.5,274.5,12,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5042,1682,4,276,3904,0.0,221,604,576,114,34,0,14,False,252.10000000000002,252.10000000000002,84,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5183,2999,3,255,2717,0.0,144,852,441,112,5,300,13,True,0.0,0.0,41,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3899,822,3,246,216,0.0,1067,803,690,160,6,589,17,False,194.95000000000002,194.95000000000002,84,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3451,1703,1,60,1801,862.75,913,685,229,71,6,637,35,False,172.55,172.55,29,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5472,908,3,153,2096,0.0,972,595,240,68,5,0,20,False,273.6,273.6,48,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1781,2300,1,57,2163,0.0,471,478,190,129,29,0,26,False,89.05000000000001,89.05000000000001,66,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6362,935,3,153,362,0.0,1072,719,279,46,12,0,19,False,318.1,318.1,31,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3478,1273,2,158,676,0.0,1383,1205,314,173,35,0,25,False,173.9,173.9,10,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6034,1306,3,282,491,0.0,1116,714,1170,34,2,0,30,False,301.7,301.7,110,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3374,2061,3,273,290,0.0,1279,727,78,21,28,495,33,False,168.70000000000002,168.70000000000002,82,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2116,1690,3,225,239,2116.0,929,1011,597,33,26,0,30,False,105.80000000000001,105.80000000000001,74,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4409,2682,1,65,3827,3306.75,543,640,164,139,20,0,19,False,220.45000000000002,220.45000000000002,49,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5071,1743,2,162,4661,1267.75,593,1182,500,131,11,0,22,False,253.55,253.55,10,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3138,1569,1,92,5652,0.0,1108,745,246,126,15,0,35,False,156.9,156.9,86,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3017,1376,2,152,103,754.25,1326,542,430,46,3,0,21,False,150.85,150.85,79,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5799,1650,2,92,643,0.0,71,681,202,33,26,359,35,False,289.95,289.95,55,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6146,1440,1,69,16,0.0,1117,527,237,42,20,0,33,False,307.3,307.3,3,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2347,859,4,312,2969,0.0,340,1200,556,129,9,0,20,False,117.35000000000001,117.35000000000001,119,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1608,1660,4,248,4991,0.0,555,876,1556,125,2,398,30,False,80.4,80.4,8,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3098,2504,4,184,315,0.0,1496,1111,596,82,11,537,20,False,154.9,154.9,17,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2777,2270,3,198,1647,694.25,310,774,132,104,1,481,32,False,138.85,138.85,57,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5164,2011,3,210,2226,0.0,291,684,1170,5,22,0,17,False,258.2,258.2,72,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2522,945,3,165,4559,630.5,498,1070,234,3,35,545,22,False,126.10000000000001,126.10000000000001,107,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4388,1860,1,56,455,4388.0,587,977,50,9,6,498,36,False,219.4,219.4,13,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2778,836,2,152,1240,0.0,843,1056,646,44,3,0,14,False,138.9,138.9,16,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3642,1651,1,49,706,0.0,62,1256,135,97,21,544,15,True,0.0,0.0,60,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2422,1142,3,288,3705,0.0,217,1091,324,74,16,0,25,False,121.10000000000001,121.10000000000001,65,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5341,2656,1,59,550,1335.25,1021,821,250,99,12,0,24,False,267.05,267.05,86,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3639,1257,2,118,1690,909.75,426,944,608,6,13,0,22,False,181.95000000000002,181.95000000000002,55,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4717,915,3,165,639,0.0,1211,893,138,140,0,0,19,False,235.85000000000002,235.85000000000002,60,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5217,1702,1,70,3146,0.0,1285,829,319,117,25,366,34,False,260.85,260.85,29,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3928,1597,1,47,2145,2946.0,1240,1272,223,34,23,0,31,False,196.4,196.4,73,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4692,1299,2,148,3624,0.0,1290,613,444,171,7,0,28,False,234.60000000000002,234.60000000000002,0,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2834,2852,2,96,2917,0.0,496,1206,264,102,1,0,34,False,141.70000000000002,141.70000000000002,87,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5981,1779,1,96,326,0.0,1422,755,183,16,0,0,29,False,299.05,299.05,17,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2044,815,3,213,5448,0.0,110,651,639,73,17,408,22,False,102.2,102.2,117,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4183,2374,4,204,515,0.0,1378,632,1680,15,15,454,26,False,209.15,209.15,101,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6305,1340,1,62,1477,0.0,240,1118,38,4,9,0,23,False,315.25,315.25,81,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2258,2669,1,74,3043,0.0,851,1041,356,123,10,0,15,False,112.9,112.9,75,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5670,1324,4,364,1474,1417.5,666,512,1084,104,5,0,32,False,283.5,283.5,1,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2756,2531,4,196,4561,0.0,113,1211,1272,55,27,493,22,False,137.8,137.8,39,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3032,1371,4,184,3250,0.0,1482,632,1072,54,23,0,24,False,151.6,151.6,114,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5162,1822,1,78,2327,0.0,480,1007,262,113,31,0,17,False,258.1,258.1,74,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5230,887,1,83,4274,5230.0,746,461,296,179,13,0,28,False,261.5,261.5,21,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2863,2179,3,195,2520,0.0,1168,688,777,87,24,312,20,False,143.15,143.15,27,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5130,2912,4,224,3581,0.0,426,1058,16,50,26,471,19,True,0.0,0.0,4,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2646,943,3,267,2554,0.0,1129,1022,93,120,25,0,13,False,132.3,132.3,47,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2780,2460,1,77,1302,695.0,59,857,309,1,31,0,18,False,139.0,139.0,42,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3118,2149,3,249,5221,0.0,881,1187,135,116,26,0,16,False,155.9,155.9,39,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4861,913,2,136,3151,0.0,499,952,242,94,18,0,35,False,243.05,243.05,112,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2470,854,1,83,4445,0.0,195,702,14,46,17,0,21,False,123.5,123.5,102,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1978,1108,2,172,932,0.0,1231,1191,812,59,35,0,26,False,98.9,98.9,17,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2083,1432,4,344,2292,0.0,1408,654,868,146,35,0,19,False,104.15,104.15,69,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4219,2763,1,77,2168,0.0,896,1275,100,29,16,0,22,False,210.95000000000002,210.95000000000002,71,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4855,2498,4,320,3674,4855.0,231,778,804,128,23,0,32,True,0.0,0.0,102,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3322,932,1,66,2167,0.0,655,1201,229,158,29,598,12,False,166.10000000000002,166.10000000000002,62,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3815,2334,2,96,1128,0.0,1404,815,242,174,25,0,34,False,190.75,190.75,110,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4035,1347,1,93,2113,0.0,0,1206,112,124,31,0,36,False,201.75,201.75,67,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4541,2277,2,178,1127,1135.25,1151,1141,796,154,16,0,35,False,227.05,227.05,19,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2329,1675,2,136,3241,0.0,52,1016,464,148,34,0,21,False,116.45,116.45,113,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5531,1218,3,267,1676,0.0,297,961,600,82,13,0,21,False,276.55,276.55,104,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6277,1359,2,188,1797,0.0,1459,535,678,115,36,0,12,False,313.85,313.85,85,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3045,1321,4,264,4735,0.0,1118,915,1580,123,8,0,22,False,152.25,152.25,1,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3210,1223,4,372,4960,2407.5,1061,565,192,179,18,0,18,False,160.5,160.5,20,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2150,2216,2,144,5749,0.0,458,953,362,129,12,450,19,False,107.5,107.5,111,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3521,813,4,244,3085,0.0,33,707,1428,3,26,0,28,False,176.05,176.05,0,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1654,1317,3,168,5676,413.5,540,1266,390,128,26,0,19,False,82.7,82.7,55,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2912,1432,3,150,5695,0.0,1142,670,660,152,34,0,16,False,145.6,145.6,71,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2030,2401,3,264,3959,0.0,435,689,627,144,24,0,15,False,101.5,101.5,47,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6353,936,4,296,2749,0.0,1394,689,1616,17,14,0,30,False,317.65000000000003,317.65000000000003,91,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1931,2223,4,184,3255,0.0,146,532,1656,73,1,0,22,False,96.55000000000001,96.55000000000001,68,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
